Scan Number	m/z	Intensity	Relative	Segment Number	Flags	
23	521.116027832031	70918.21875	1.20153867143115	1		
23	432.082244873047	70865.4453125	1.20064455244314	1		
23	445.083465576172	66524.875	1.12710402677201	1		
23	457.288848876953	65341.4765625	1.10705418610441	1		
23	389.110046386719	64845.25390625	1.09864688651858	1		
23	506.084777832031	64187.421875	1.08750150471423	1		
23	609.149963378906	63593.93359375	1.07744627301874	1		
23	890.229614257813	62664.31640625	1.06169614533511	1		
23	463.128631591797	61333.01171875	1.03914038894862	1		
23	428.889434814453	60389.6796875	1.02315789621932	1		
23	388.093170166016	56953.0625	0.964932682410121	1		
23	374.095977783203	56570.2265625	0.958446448099282	1		
23	891.226928710938	56336.2734375	0.954482675010443	1		
23	580.103698730469	56275.8828125	0.953459501098177	1		
23	463.1435546875	55447.25390625	0.939420376982061	1		
23	686.197509765625	55380.7890625	0.938294290040456	1		
23	367.298126220703	54962.28125	0.931203681592048	1		
23	357.298126220703	54824.71484375	0.928872949660077	1		
23	360.025695800781	54533.453125	0.923938220266783	1		
23	683.222351074219	54120.625	0.916943840464458	1		
23	511.470062255859	53898.4765625	0.913180069417201	1		
23	535.131408691406	53858.73046875	0.912506667440661	1		
23	389.360900878906	53833.3984375	0.912077477090011	1		
23	581.118591308594	53371.25390625	0.904247549380676	1		
23	358.064758300781	53295.3046875	0.902960772512876	1		
23	385.151641845703	53212.8046875	0.90156300841022	1		
23	672.167297363281	51773.2890625	0.877173877915217	1		
23	655.138366699219	51566.25	0.873666098892064	1		
23	612.1796875	51363.46484375	0.870230392080455	1		
23	460.169067382813	50820.703125	0.861034599998458	1		
23	386.397369384766	49549.94140625	0.83950459862272	1		
23	370.374633789063	49273.9375	0.834828376170003	1		
23	538.159301757813	49150.24609375	0.832732722746205	1		
23	758.218444824219	48534.171875	0.822294826654802	1		
23	374.077301025391	46517.95703125	0.788134914753756	1		
23	373.102600097656	45475.28515625	0.770469347266189	1		
23	448.096496582031	45097.82421875	0.764074179404463	1		
23	397.402252197266	45034.34375	0.762998655520359	1		
23	497.454132080078	44838.97265625	0.759688562168354	1		
23	357.071594238281	43375.6015625	0.734895258123403	1		
23	391.339630126953	43084.7109375	0.729966816021291	1		
23	654.122314453125	42886.08984375	0.726601659234938	1		
23	461.16650390625	42682.84765625	0.723158209127874	1		
23	375.075744628906	42253.453125	0.715883151410806	1		
23	610.205261230469	42024.6171875	0.712006076758258	1		
23	535.168151855469	41953.890625	0.710807785241085	1		
23	755.243835449219	41627.2890625	0.70527430718128	1		
23	746.185913085938	41625.953125	0.705251672933027	1		
23	416.033966064453	40760.05078125	0.690581040054243	1		
23	507.081359863281	40429.40625	0.684979063611567	1		
23	598.148742675781	40292.140625	0.682653427694553	1		
23	361.023803710938	40031.51171875	0.678237697642785	1		
23	406.301574707031	39542.625	0.669954687876311	1		
23	819.206420898438	39433.76953125	0.668110393735747	1		
23	462.112030029297	38230.125	0.64771753169769	1		
23	417.031494140625	37704.921875	0.638819227761594	1		
23	389.091369628906	37099.171875	0.628556250729061	1		
23	358.239990234375	36689.421875	0.621614022352535	1		
23	464.140838623047	36356.17578125	0.615967968689576	1		
23	445.135925292969	35910.85546875	0.608423086907804	1	E	
23	581.100646972656	35837.3671875	0.607178004707839	1		
23	427.278259277344	35651.65625	0.604031579472589	1		
23	385.344665527344	35646.17578125	0.603938726109141	1		
23	727.139953613281	35108.01171875	0.594820830255781	1		
23	434.880523681641	34779.10546875	0.589248304808639	1		
23	728.158874511719	33761	0.571998955997285	1		
23	371.117065429688	33476.4296875	0.567177596391295	1	E	
23	367.267700195313	33332.81640625	0.564744414704072	1		
23	427.376434326172	32936.5390625	0.558030448088439	1		
23	373.3203125	32671.724609375	0.553543804010346	1		
23	655.119445800781	32286.984375	0.547025305968444	1		
23	445.099639892578	32172.314453125	0.545082499902368	1	E	
23	353.376251220703	30883.783203125	0.523251436552057	1		
23	400.348327636719	30810.34765625	0.522007247809259	1		
23	375.34521484375	30655.962890625	0.519391569222742	1		
23	591.175659179688	30590.787109375	0.518287322345241	1		
23	370.119079589844	30419.751953125	0.515389542930715	1		
23	413.360717773438	30207.455078125	0.511792682918823	1		
23	520.127502441406	29880.822265625	0.506258675402918	1	E	
23	357.011291503906	29265.703125	0.495836960813556	1		
23	892.2275390625	29070.255859375	0.492525576912309	1		
23	477.143890380859	28929.859375	0.490146896112327	1		
23	367.392120361328	28786.0859375	0.487711000962594	1		
23	363.251312255859	28760.396484375	0.487275754957806	1		
23	519.100830078125	28569.298828125	0.484038064727406	1	E	
23	372.062713623047	28409.974609375	0.481338698986164	1		
23	444.139312744141	28396.384765625	0.481108451764897	1		
23	391.297485351563	28321.92578125	0.479846923334842	1	E	
23	522.117248535156	27923.892578125	0.473103207904619	1		
23	403.125366210938	27597.361328125	0.467570921121037	1		
23	375.092926025391	27461.068359375	0.46526176452512	1		
23	447.329498291016	27288.349609375	0.462335460663233	1		
23	507.10009765625	26647.123046875	0.451471418593753	1		
23	449.093322753906	26418.81640625	0.44760331160389	1		
23	406.35888671875	26350.41015625	0.446444332202105	1		
23	420.374145507813	26117.841796875	0.442504020636674	1		
23	683.168518066406	25976.42578125	0.440108066331446	1		
23	536.18603515625	25812.505859375	0.437330837452572	1		
23	433.079895019531	25680.64453125	0.435096764349764	1		
23	759.219543457031	25463.76953125	0.431422339019297	1		
23	391.267333984375	25183.494140625	0.426673746535981	1	E	
23	611.165649414063	25167.513671875	0.426402995923103	1		
23	519.159545898438	25081.392578125	0.424943881094919	1	E	
23	373.060241699219	25081.296875	0.424942259635614	1		
23	463.108764648438	24924.58203125	0.422287103478679	1		
23	595.135620117188	24745.8359375	0.419258680771603	1		
23	756.244812011719	24685.1015625	0.418229682842242	1		
23	381.407043457031	24598.669921875	0.416765306544069	1		
23	799.178955078125	24585.224609375	0.416537508057263	1		
23	537.14697265625	24371.134765625	0.412910270501663	1		
23	610.151184082031	23918.791015625	0.405246393461531	1		
23	519.11376953125	23886.203125	0.40469427002278	1	E	
23	523.137878417969	23795.185546875	0.403152196042006	1	F	
23	550.214965820313	23572.1875	0.399374030407045	1		
23	432.065063476563	23539.396484375	0.398818465503648	1		
23	377.324371337891	23290.251953125	0.394597310568444	1		
23	388.801300048828	23277.3515625	0.394378744472372	1		
23	595.133117675781	23153.197265625	0.392275248480101	1		
23	411.170013427734	22724.537109375	0.385012632981371	1		
23	387.131072998047	22675.810546875	0.384187078558239	1		
23	385.329711914063	22627.919921875	0.383375687085769	1		
23	624.233764648438	22482.662109375	0.38091464277131	1		
23	434.332855224609	22445.015625	0.380276813626455	1		
23	388.340484619141	22112.197265625	0.374638006893857	1		
23	518.158264160156	21903.134765625	0.371095945588263	1		
23	377.266448974609	21779.31640625	0.368998141249061	1		
23	593.183166503906	21597.611328125	0.365919585667564	1	E	
23	369.349975585938	21569.185546875	0.365437979163065	1		
23	425.360443115234	21561.255859375	0.365303629677819	1		
23	359.062164306641	21422.82421875	0.362958238430092	1		
23	353.239990234375	21183.986328125	0.358911704734701	1		
23	353.339691162109	21161.138671875	0.358524606143961	1		
23	388.125610351563	21154.693359375	0.358415405823441	1		
23	374.040985107422	21143.974609375	0.358233802381316	1		
23	429.294281005859	21045.390625	0.356563533842453	1		
23	687.198059082031	20785.892578125	0.352166963483286	1		
23	445.132934570313	20676.306640625	0.350310293306396	1	E	
23	800.179992675781	20672.658203125	0.35024847930678	1		
23	391.202209472656	20569.6953125	0.348504020731976	1		
23	394.291473388672	20568.876953125	0.348490155600371	1		
23	668.160583496094	20523.91015625	0.347728301364209	1	E	
23	593.126892089844	20380.037109375	0.345290718573159	1	E	
23	536.131164550781	20251.712890625	0.343116573282612	1		
23	391.270355224609	20010.451171875	0.339028973648504	1	E	
23	519.118225097656	19976.916015625	0.338460801071738	1	E	
23	597.131286621094	19929.65625	0.337660097994276	1		
23	519.154907226563	19793.671875	0.335356169777341	1	E	
23	490.052947998047	19634.728515625	0.332663256782311	1		
23	458.292266845703	19627.982421875	0.332548960446834	1		
23	524.131469726563	19593.525390625	0.331965168915133	1		
23	760.217407226563	19522.8359375	0.330767506127078	1		
23	364.173706054688	19336.8671875	0.327616712879007	1		
23	433.045074462891	19317.708984375	0.327292123199013	1		
23	611.146911621094	19113.826171875	0.323837819241909	1		
23	684.222351074219	19106.498046875	0.323713661786578	1		
23	449.351928710938	19030.03125	0.32241811580213	1		
23	594.14453125	18517.7421875	0.313738609599149	1	E	
23	433.062805175781	18083.84765625	0.306387310203754	1		
23	964.248413085938	17695.9140625	0.299814708366686	1		
23	963.247985839844	17590.1484375	0.298022764197958	1		
23	523.112915039063	17324.685546875	0.293525133905801	1		
23	367.068481445313	17042.591796875	0.288745733695696	1		
23	390.109436035156	17000.1484375	0.288026633039568	1		
23	447.060913085938	16938.5234375	0.286982545611372	1		
23	582.117492675781	16922.7578125	0.286715435009179	1		
23	757.241027832031	16868.365234375	0.285793883577009	1		
23	447.079864501953	16849.626953125	0.285476408463352	1		
23	399.283264160156	16813.8828125	0.284870809958552	1		
23	419.330535888672	16761.53125	0.28398383862788	1	E	
23	450.111511230469	16644.119140625	0.281994572789074	1		
23	362.209686279297	16642.396484375	0.281965386521589	1		
23	399.263946533203	16560.662109375	0.280580594093371	1		
23	358.046142578125	16503.484375	0.279611854886333	1		
23	820.206298828125	16496.93359375	0.279500867651478	1		
23	667.139709472656	16457.162109375	0.278827035491857	1	E	
23	669.153930664063	16234.529296875	0.275055057875058	1	E	
23	592.177062988281	16199.267578125	0.274457632848795	1		
23	446.136810302734	16197.7587890625	0.274432070046491	1	E	
23	801.177917480469	16007.6357421875	0.271210892228194	1		
23	446.100433349609	15922.755859375	0.269772806734461	1	E	
23	378.356384277344	15916.3642578125	0.269664516416612	1		
23	613.179809570313	15778.8486328125	0.267334644850802	1		
23	563.072082519531	15678.251953125	0.265630276030031	1		
23	362.22412109375	15630.9013671875	0.264828034220781	1		
23	359.314025878906	15421.2333984375	0.261275714703259	1		
23	359.044067382813	15290.3525390625	0.259058253285572	1		
23	656.138610839844	15228.6689453125	0.258013173127189	1		
23	667.207458496094	15196.634765625	0.257470430988701	1	E	
23	446.082153320313	15177.24609375	0.257141936569973	1	E	
23	386.803314208984	15107.623046875	0.255962341471314	1		
23	639.070922851563	14972.1884765625	0.253667728372629	1		
23	729.138305664063	14952.72265625	0.253337926859155	1		
23	512.473083496094	14875.57421875	0.252030832113537	1		
23	355.081298828125	14861.9873046875	0.25180063452878	1	E	
23	355.355010986328	14633.400390625	0.247927778979525	1		
23	355.282623291016	14605.1572265625	0.247449266484107	1		
23	375.039093017578	14549.955078125	0.24651399882986	1		
23	801.158020019531	14473.951171875	0.245226295413885	1		
23	361.344085693359	14470.5498046875	0.245168667426556	1	E	
23	491.049713134766	14464.3525390625	0.245063669663826	1		
23	358.069244384766	14405.896484375	0.244073272393219	1		
23	401.146240234375	14390.8818359375	0.243818885282916	1		
23	358.990295410156	14368.6171875	0.243441664357532	1		
23	728.140502929688	14319.533203125	0.242610054280263	1		
23	431.889953613281	14190.40234375	0.240422242404147	1		
23	390.364501953125	14176.12109375	0.24018028096668	1		
23	383.328735351563	14135.1005859375	0.239485287108583	1		
23	405.236358642578	14083.1318359375	0.238604801615129	1		
23	893.226318359375	14023.833984375	0.237600142120842	1		
23	367.355621337891	13830.18359375	0.234319201945315	1		
23	368.301666259766	13778.4619140625	0.233442902464148	1		
23	363.336517333984	13711.7021484375	0.232311818780604	1		
23	363.308776855469	13667.666015625	0.231565732408906	1		
23	391.301696777344	13643.6455078125	0.231158762668931	1	E	
23	596.131958007813	13587.494140625	0.230207412785662	1		
23	355.055389404297	13586.857421875	0.230196625117635	1	E	
23	593.132568359375	13565.1513671875	0.229828868220029	1	E	
23	445.141510009766	13560.6552734375	0.229752692723714	1	E	
23	965.246398925781	13501.2646484375	0.228746461406632	1		
23	684.171997070313	13456.1796875	0.227982605164594	1		
23	476.197052001953	13401.0478515625	0.227048528786571	1		
23	596.134643554688	13310.4248046875	0.225513139189053	1		
23	582.099182128906	13295.4736328125	0.225259827536453	1		
23	459.133483886719	13281.5732421875	0.225024318845198	1		
23	537.128051757813	13103.0791015625	0.222000164877924	1		
23	685.166442871094	13096.8125	0.221893992384473	1		
23	549.18359375	13018.8212890625	0.220572618869671	1		
23	829.26171875	12919.7060546875	0.218893349577117	1		
23	418.993896484375	12808.166015625	0.217003571848506	1		
23	386.348022460938	12780.658203125	0.216537518116929	1		
23	565.050720214844	12752.5966796875	0.216062083085089	1		
23	373.308227539063	12715.2880859375	0.215429978684309	1		
23	520.100830078125	12706.04296875	0.215273342406375	1	E	
23	464.127807617188	12508.849609375	0.211932375145569	1		
23	461.35986328125	12404.005859375	0.210156049931776	1		
23	391.294555664063	12388.8564453125	0.209899379542045	1	E	
23	832.238098144531	12255.228515625	0.207635375624112	1		
23	594.1337890625	12246.5126953125	0.207487707008864	1	E	
23	371.085754394531	12170.7783203125	0.206204570151747	1	E	
23	465.139984130859	12013.48046875	0.203539536329456	1		
23	395.423400878906	11999.6142578125	0.20330460673081	1		
23	355.297760009766	11986.8046875	0.203087579366528	1		
23	465.126037597656	11979.19921875	0.202958722988315	1		
23	370.126037597656	11928.3271484375	0.202096818094853	1		
23	385.115234375	11849.0693359375	0.200753985062519	1		
23	419.297058105469	11840.1953125	0.200603636075766	1	E	
23	520.114013671875	11786.9296875	0.199701178154184	1	E	
23	371.328033447266	11649.5546875	0.197373689140822	1	E	
23	656.119445800781	11416.6083984375	0.193426974465688	1		
23	877.175720214844	11385.5322265625	0.19290046346575	1		
23	802.159423828125	11355.9619140625	0.192399465631607	1		
23	593.118835449219	11315.017578125	0.191705762322752	1	E	
23	521.079895019531	11302.80859375	0.191498910442882	1		
23	428.379852294922	11295.0595703125	0.191367621875711	1		
23	367.333953857422	11187.7587890625	0.189549668176097	1		
23	373.184204101563	11164.025390625	0.189147562814036	1		
23	355.319183349609	11131.6416015625	0.188598897385436	1		
23	383.385803222656	11054.41015625	0.187290396272053	1		
23	537.183044433594	11026.9208984375	0.186824656905035	1		
23	355.057891845703	10842.9892578125	0.18370837757645	1	E	
23	428.282104492188	10775.6318359375	0.182567168045003	1		
23	668.139770507813	10749.1064453125	0.182117759089554	1	E	
23	520.16015625	10748.298828125	0.182104075958483	1	E	
23	483.437713623047	10736.796875	0.181909203022864	1		
23	594.127075195313	10712.8779296875	0.181503954015213	1	E	
23	611.201965332031	10655.044921875	0.180524112775589	1		
23	363.360198974609	10338.705078125	0.175164494862455	1		
23	354.379425048828	10309.7919921875	0.174674632151904	1		
23	359.329193115234	10280.865234375	0.174184537804309	1		
23	364.340148925781	10226.0732421875	0.173256219261367	1		
23	433.88671875	10182.15625	0.172512151441048	1		
23	508.082489013672	10177.990234375	0.172441568324785	1		
23	392.343017578125	10121.6669921875	0.171487306432968	1		
23	359.068664550781	10115.0693359375	0.171375525013963	1		
23	539.161071777344	10106.6787109375	0.17123336605125	1		
23	453.217041015625	10067.232421875	0.170565043544164	1		
23	429.069976806641	10011.955078125	0.169628501886177	1	E	
23	365.376068115234	9944.0791015625	0.168478506692579	1		
23	433.087432861328	9940.861328125	0.168423989259835	1		
23	387.401062011719	9871.8642578125	0.167254999828668	1		
23	414.364105224609	9773.029296875	0.165580479095506	1		
23	436.877288818359	9761.55078125	0.165386003251962	1		
23	391.107269287109	9669.9775390625	0.163834514879919	1		
23	371.088439941406	9626.4052734375	0.163096287622197	1	E	
23	398.405517578125	9597.58984375	0.162608079461957	1		
23	362.023498535156	9507.9658203125	0.16108961591412	1		
23	395.386444091797	9489.755859375	0.160781091917645	1		
23	593.177734375	9391.0546875	0.159108837918409	1	E	
23	358.301483154297	9383.7490234375	0.15898506100965	1		
23	449.381439208984	9284.6796875	0.157306569355742	1		
23	426.364074707031	9263.0615234375	0.156940301553416	1		
23	422.323394775391	9192.5771484375	0.155746113321014	1		
23	389.324493408203	9132.1787109375	0.154722807044723	1		
23	713.088073730469	9079.2255859375	0.153825643684135	1		
23	383.349975585938	9053.037109375	0.153381942927259	1		
23	400.982360839844	9045.5673828125	0.153255386373977	1		
23	479.141021728516	9037.3037109375	0.153115378326668	1		
23	353.251617431641	8976.0439453125	0.152077478916635	1		
23	747.189636230469	8967.9169921875	0.151939787239761	1		
23	409.277557373047	8966.185546875	0.151910452062748	1		
23	364.254608154297	8908.42578125	0.150931851735858	1		
23	581.081970214844	8888.677734375	0.150597268571986	1		
23	375.360412597656	8881.76953125	0.150480225682992	1		
23	382.410858154297	8851.6015625	0.149969102000946	1		
23	564.071655273438	8796.5673828125	0.149036680173233	1		
23	498.457550048828	8775.2431640625	0.148675392567343	1		
23	397.267761230469	8735.54296875	0.148002768229449	1		
23	363.287719726563	8711.197265625	0.147590288836939	1		
23	377.376037597656	8607.2578125	0.145829284759026	1		
23	625.233703613281	8529.8427734375	0.144517673091059	1		
23	673.167663574219	8515.875	0.144281022760089	1	M	
23	399.248962402344	8497.1669921875	0.143964060557028	1		
23	593.190795898438	8446.1357421875	0.14309945874656	1	E	
23	441.391967773438	8442.44140625	0.143036867108298	1		
23	358.366271972656	8298.8427734375	0.140603933603621	1		
23	612.164794921875	8284.3388671875	0.140358199791445	1		
23	356.27783203125	8271.076171875	0.140133495313721	1		
23	507.064239501953	8269.9462890625	0.140114352166623	1		
23	489.089202880859	8253.09375	0.13982882641947	1		
23	834.236328125	8245.7109375	0.139703742415965	1		
23	519.165954589844	8238.134765625	0.139575382402845	1	E	
23	369.335144042969	8196.71484375	0.138873621433976	1		
23	665.194458007813	8176.03955078125	0.138523328314901	1		
23	462.167388916016	8166.35009765625	0.138359163833053	1		
23	491.032897949219	8163.7919921875	0.138315822887659	1		
23	758.243225097656	8157.673828125	0.13821216531068	1		
23	377.30322265625	8073.474609375	0.136785612032614	1		
23	463.397155761719	8005.9833984375	0.135642135767242	1		
23	357.313385009766	7999.935546875	0.135539669466487	1		
23	599.152282714844	7936.10595703125	0.134458230565022	1	M	
23	384.805206298828	7935.8037109375	0.13445310973181	1		
23	392.30078125	7919.359375	0.134174500004956	1	E	
23	685.220153808594	7905.9111328125	0.13394665188164	1		
23	551.216430664063	7882.14404296875	0.133543975699723	1		
23	698.251647949219	7802.34375	0.132191951640412	1		
23	403.303039550781	7796.9423828125	0.132100438462715	1		
23	389.097686767578	7732.39697265625	0.131006871707471	1		
23	363.323883056641	7708.17822265625	0.130596543230366	1		
23	419.334747314453	7677.310546875	0.130073564695342	1	E	
23	894.224182128906	7668.1474609375	0.129918318239669	1		
23	389.266754150391	7637.80859375	0.129404299094579	1		
23	378.270446777344	7636.7900390625	0.129387042134836	1		
23	729.156555175781	7628.76318359375	0.129251046372031	1		
23	418.031188964844	7604.5263671875	0.128840411803118	1		
23	353.303405761719	7538.46875	0.12772122433631	1		
23	730.13916015625	7534.56494140625	0.127655083687631	1		
23	372.067932128906	7526.876953125	0.127524829214405	1		
23	361.235473632813	7510.68017578125	0.127250413772589	1		
23	450.094543457031	7508.5810546875	0.127214849213656	1		
23	355.078765869141	7505.662109375	0.127165394704863	1	E	
23	803.156127929688	7432.97265625	0.125933846726441	1		
23	626.230590820313	7425.44091796875	0.125806239533712	1		
23	875.176879882813	7311.87060546875	0.123882063704137	1		
23	594.118896484375	7282.6689453125	0.123387311797417	1	E	
23	688.197143554688	7274.72998046875	0.123252805129892	1		
23	403.355072021484	7267.220703125	0.123125578483734	1		
23	415.069702148438	7260.1982421875	0.123006599770877	1		
23	667.200317382813	7204.81494140625	0.122068262925802	1	E	
23	577.150512695313	7169.54052734375	0.121470622807999	1	E	
23	401.183441162109	7133.994140625	0.120868374767579	1		
23	830.26318359375	7124.97021484375	0.1207154860461	1		
23	427.391632080078	6993.29052734375	0.11848449040687	1		
23	464.109893798828	6975.9619140625	0.11819089872695	1		
23	761.217468261719	6906.17626953125	0.117008548802023	1		
23	377.339599609375	6899.40869140625	0.116893888465477	1		
23	379.391387939453	6887.2353515625	0.116687640496471	1		
23	359.365692138672	6868.119140625	0.11636376227311	1		
23	383.138977050781	6841.81640625	0.11591812569237	1		
23	392.270629882813	6834.47119140625	0.115793678690735	1	E	
23	355.084747314453	6787.677734375	0.115000876091008	1	E	
23	387.148254394531	6785.498046875	0.114963946528068	1		
23	376.075256347656	6781.59375	0.114897797606638	1		
23	409.438262939453	6770.45263671875	0.114709038234418	1		
23	414.428436279297	6761.154296875	0.114551500226565	1		
23	390.799255371094	6731.5703125	0.114050270755378	1		
23	521.097778320313	6687.32470703125	0.113300635373263	1	E	
23	671.150207519531	6654.8876953125	0.112751068214743	1		
23	685.184143066406	6643.0361328125	0.112550271989011	1		
23	631.490600585938	6572.3876953125	0.111353304112086	1		
23	359.350402832031	6547.90576171875	0.110938516621893	1		
23	411.396484375	6535.72412109375	0.11073212801611	1		
23	966.247619628906	6530.5849609375	0.110645057305999	1		
23	353.282501220703	6512.72216796875	0.110342415235879	1		
23	447.401245117188	6489.7568359375	0.109953322912014	1		
23	821.206176757813	6473.0986328125	0.109671089719979	1		
23	391.228729248047	6459.06640625	0.109433347385804	1	E	
23	533.152526855469	6442.205078125	0.109147672729123	1		
23	368.271118164063	6432.353515625	0.108980761693758	1		
23	612.149475097656	6354.05810546875	0.107654234254738	1		
23	381.313690185547	6347.5185546875	0.107543437293168	1		
23	417.298187255859	6320.7685546875	0.107090222872004	1		
23	421.438812255859	6309.08056640625	0.106892198018043	1		
23	425.433563232422	6308.70654296875	0.106885861090352	1		
23	389.125305175781	6254.47607421875	0.105967056211698	1		
23	741.231201171875	6241.30322265625	0.105743873920259	1	E	
23	409.401977539063	6207.0849609375	0.105164127764068	1		
23	619.25830078125	6184.140625	0.10477539116852	1		
23	423.453948974609	6148.861328125	0.104177668323201	1		
23	757.187194824219	6146.58349609375	0.104139075937199	1		
23	645.505310058594	6093.337890625	0.10323695719843	1		
